cityName,jobName,salary,areaDistrict,jobDegree,experience
上海,python软件工程师,"[333, 500]",普陀区,本科,"[3.0, 5.0]"
上海,Python,"[400, 800]",徐汇区,本科,"[1.0, 3.0]"
上海,Python开发工程师,"[467, 667]",浦东新区,大专,"[3.0, 5.0]"
上海,Python研发工程师,"[400, 667]",闵行区,大专,"[0, 0]"
上海,python工程师,"[267, 400]",长宁区,大专,"[1.0, 3.0]"
上海,Python工程师,"[267, 433]",松江区,本科,"[0, 0]"
上海,python开发工程师,"[367, 600]",浦东新区,大专,"[0, 0]"
上海,Python高级开发工程师,"[400, 533]",浦东新区,本科,"[3.0, 5.0]"
上海,python工具开发,"[833, 1167]",浦东新区,本科,"[1.0, 3.0]"
上海,python工程师,"[267, 433]",黄浦区,本科,"[1.0, 3.0]"
上海,Python开发工程师,"[267, 433]",虹口区,本科,"[1.0, 3.0]"
上海,python开发岗（运维方向）,"[500, 1000]",浦东新区,本科,"[3.0, 5.0]"
上海,Python,"[467, 933]",浦东新区,本科,"[0, 0]"
上海,python后端工程师,"[300, 467]",静安区,本科,"[0, 0]"
上海,python开发工程师,"[333, 367]",杨浦区,本科,"[1.0, 3.0]"
上海,Python数据工程师,"[333, 500]",浦东新区,本科,"[3.0, 5.0]"
上海,Python（应届生）,"[200, 367]",浦东新区,本科,"[0, 0]"
上海,python(上海，自研，16薪，线上面试）,"[500, 1000]",浦东新区,本科,"[1.0, 3.0]"
上海,Python,"[500, 833]",虹口区,本科,"[3.0, 5.0]"
上海,Python开发工程师,"[267, 400]",宝山区,大专,"[1.0, 3.0]"
上海,python开发工程师,"[667, 1333]",浦东新区,本科,"[0, 0]"
上海,高级python开发工程师,"[467, 500]",静安区,硕士,"[3.0, 5.0]"
上海,python讲师,"[333, 500]",徐汇区,本科,"[1.0, 3.0]"
上海,Python,"[500, 533]",徐汇区,本科,"[0, 0]"
上海,Python 开发工程师,"[500, 833]",徐汇区,本科,"[1.0, 3.0]"
上海,数字化工程师（Python方向）,"[233, 400]",浦东新区,本科,"[0, 1.0]"
上海,python软件工程师,"[833, 1667]",浦东新区,硕士,"[1.0, 3.0]"
上海,中级python开发工程师,"[333, 500]",嘉定区,大专,"[1.0, 3.0]"
上海,初级Python开发工程师,"[400, 533]",杨浦区,本科,"[1.0, 3.0]"
